GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADAP1	MUT	482.074	1.470	0.003	0.006	NA	NA
ATN1	AMPL	482.074	5.394	0.012	0.015	NA	NA
HLA-DRB1	AMPL	482.074	63.006	0.189	0.189	NA	NA
CD4	AMPL	482.074	3.116	0.009	0.009	NA	NA
GLI1	AMPL	482.074	22.361	0.040	0.064	NA	NA
LRP1	AMPL	482.074	17.638	0.034	0.034	NA	NA
PTPRB	AMPL	482.074	10.341	0.021	0.021	NA	NA
TP53	MUT	482.074	117.992	0.284	0.284	NA	NA
CACNA1S	MUT	482.074	5.442	0.021	0.027	NA	NA
DLG4	MUT	482.074	3.977	0.006	0.009	NA	NA
ERBB3	AMPL	482.074	8.055	0.012	0.012	NA	NA
IFNG	AMPL	482.074	15.768	0.034	0.034	NA	NA
JAK1	MUT	482.074	2.038	0.006	0.006	NA	NA
NOS1	AMPL	482.074	9.222	0.018	0.018	NA	NA
PRKY	DEL	482.074	41.272	0.162	0.195	NA	NA
SYT1	AMPL	482.074	1.534	0.006	0.006	NA	NA
VAMP1	AMPL	482.074	1.503	0.006	0.006	NA	NA
CDK4	AMPL	482.074	46.397	0.113	0.116	NA	NA
DDIT3	AMPL	482.074	7.113	0.018	0.073	NA	NA
MDM2	AMPL	482.074	21.170	0.049	0.076	NA	NA
CNOT2	AMPL	482.074	7.654	0.012	0.021	NA	NA
SMARCC2	AMPL	482.074	9.972	0.015	0.015	NA	NA
STAT6	AMPL	482.074	10.134	0.021	0.021	NA	NA
PXN	AMPL	482.074	2.663	0.006	0.006	NA	NA
PTPN6	AMPL	482.074	2.438	0.009	0.009	NA	NA
TBL1Y	DEL	482.074	28.989	0.067	0.195	NA	NA
SMC1A	MUT	482.074	3.051	0.012	0.015	NA	NA
CCT2	AMPL	482.074	7.267	0.024	0.030	NA	NA
KIF5A	AMPL	482.074	15.137	0.037	0.064	NA	NA
PCDH11Y	DEL	5.503	2.107	0.186	0.198	NA	NA
PCDHAC2	MUT	5.503	1.786	0.101	0.101	NA	NA
PLCZ1	AMPL	2.935	0.009	0.003	0.009	NA	NA
