GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTB	AMPL	883.265	8.624	0.012	0.012	NA	NA
AMPH	AMPL	883.265	13.070	0.021	0.021	NA	NA
CAV1	AMPL	883.265	4.611	0.009	0.009	NA	NA
CFTR	AMPL	883.265	12.316	0.021	0.021	NA	NA
EGFR	AMPL	883.265	154.537	0.393	0.393	NA	NA
PIK3CG	AMPL	883.265	15.877	0.037	0.037	NA	NA
RAC1	AMPL	883.265	5.533	0.006	0.006	NA	NA
ATR	MUT	883.265	7.677	0.018	0.018	NA	NA
CASP2	AMPL	883.265	4.010	0.006	0.006	NA	NA
CBX3	AMPL	883.265	5.533	0.006	0.012	NA	NA
CDK6	AMPL	883.265	6.246	0.018	0.018	NA	NA
CDKN2A	DEL	883.265	131.720	0.448	0.470	NA	NA
CUL1	AMPL	883.265	10.086	0.021	0.021	NA	NA
DBF4	AMPL	883.265	4.043	0.009	0.012	NA	NA
DFFB	DEL	883.265	5.836	0.009	0.009	NA	NA
HUS1	AMPL	883.265	10.125	0.015	0.018	NA	NA
IKZF1	AMPL	883.265	14.406	0.030	0.030	NA	NA
ING3	AMPL	883.265	8.006	0.009	0.015	NA	NA
MCM7	AMPL	883.265	4.027	0.009	0.012	NA	NA
MDFIC	AMPL	883.265	4.010	0.006	0.009	NA	NA
NOD1	AMPL	883.265	4.849	0.012	0.021	NA	NA
NOS3	AMPL	883.265	12.656	0.027	0.027	NA	NA
PGR	MUT	883.265	8.789	0.015	0.018	NA	NA
PSMA2	AMPL	883.265	10.125	0.015	0.015	NA	NA
PSMC2	AMPL	883.265	4.010	0.006	0.006	NA	NA
XRCC2	AMPL	883.265	7.739	0.015	0.018	NA	NA
ZNF212	AMPL	883.265	2.719	0.012	0.012	NA	NA
ZNF3	AMPL	883.265	5.682	0.009	0.012	NA	NA
ITGB8	AMPL	883.265	8.310	0.015	0.015	NA	NA
LAMB1	AMPL	883.265	6.700	0.015	0.015	NA	NA
PPIA	AMPL	883.265	11.143	0.018	0.018	NA	NA
AKAP9	AMPL	883.265	8.270	0.024	0.027	NA	NA
VAV1	MUT	883.265	6.657	0.009	0.009	NA	NA
WEE2	AMPL	883.265	6.089	0.012	0.015	NA	NA
CD3G	AMPL	883.265	14.312	0.027	0.030	NA	NA
EZH2	AMPL	883.265	5.395	0.012	0.015	NA	NA
GLI3	AMPL	883.265	11.426	0.018	0.018	NA	NA
COL1A2	AMPL	883.265	17.739	0.043	0.043	NA	NA
FLNC	AMPL	883.265	9.457	0.024	0.024	NA	NA
LAMB4	AMPL	883.265	7.533	0.018	0.018	NA	NA
NCF1	AMPL	883.265	8.939	0.018	0.018	NA	NA
RELN	AMPL	883.265	8.128	0.027	0.046	NA	NA
HOXA9	AMPL	883.265	6.350	0.009	0.015	NA	NA
MET	AMPL	883.265	12.625	0.030	0.030	NA	NA
GNAT3	AMPL	883.265	6.450	0.024	0.027	NA	NA
RALA	AMPL	883.265	5.744	0.012	0.012	NA	NA
DBNL	AMPL	883.265	5.366	0.012	0.018	NA	NA
CDKN2B	DEL	883.265	113.208	0.381	0.448	NA	NA
EPHA1	AMPL	883.265	2.775	0.006	0.009	NA	NA
TRPV6	AMPL_MUT	883.265	2.719	0.009	0.024	NA	NA
GRB10	AMPL	883.265	10.617	0.021	0.027	NA	NA
HGF	AMPL	883.265	6.510	0.018	0.018	NA	NA
TES	AMPL	883.265	2.711	0.009	0.018	NA	NA
CCT6A	AMPL	883.265	8.241	0.058	0.082	NA	NA
FASTK	AMPL	21.245	0.065	0.003	0.012	NA	NA
IGFBP3	AMPL	17.388	5.879	0.018	0.018	NA	NA
CDH9	MUT	7.697	0.186	0.021	0.021	NA	NA
PCDHA10	DEL	7.697	0.307	0.024	0.024	NA	NA
HOXA2	AMPL	6.220	0.019	0.003	0.015	NA	NA
SRI	AMPL	3.200	1.673	0.015	0.015	NA	NA
