GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1D	MUT	178.999	3.086	0.009	0.012	NA	NA
GABRB2	MUT	178.999	4.842	0.015	0.015	NA	NA
PIK3CA	MUT	178.999	42.457	0.091	0.091	NA	NA
CDKN2A	DEL	178.999	131.720	0.448	0.470	NA	NA
KDR	MUT	178.999	18.383	0.055	0.064	NA	NA
CDKN2B	DEL	178.999	113.208	0.381	0.448	NA	NA
FBLN1	MUT	48.002	2.886	0.009	0.012	NA	NA
F9	MUT	35.294	1.818	0.009	0.009	NA	NA
CDH22	MUT	6.667	0.020	0.003	0.003	NA	NA
KLHL9	DEL	4.024	23.768	0.104	0.229	NA	NA
