GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	AMPL_MUT	337.822	155.506	0.393	0.393	NA	NA
SEC61G	AMPL	337.822	42.745	0.088	0.317	NA	NA
HLA-DRB1	AMPL	337.822	63.512	0.189	0.189	NA	NA
CDKN2A	DEL	26.979	131.575	0.448	0.470	NA	NA
CDKN2B	DEL	26.979	113.020	0.381	0.448	NA	NA
RECQL5	MUT	7.086	1.603	0.006	0.012	NA	NA
DCHS2	MUT	6.746	0.093	0.015	0.015	NA	NA
PCDHA8	AMPL	6.746	0.212	0.012	0.012	NA	NA
PCDHAC2	MUT	6.746	1.786	0.101	0.101	NA	NA
ELAVL2	DEL	4.252	0.343	0.088	0.143	NA	NA
CACNA1B	MUT	3.167	1.238	0.015	0.015	NA	NA
CACNA1E	MUT	3.167	2.151	0.015	0.015	NA	NA
