GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1I	MUT	487.831	2.616	0.009	0.012	NA	NA
CDKN2A	DEL	487.831	174.479	0.421	0.470	NA	NA
COL4A4	MUT	487.831	1.487	0.003	0.009	NA	NA
EGFR	AMPL	487.831	212.175	0.393	0.393	NA	NA
NPM1	MUT	487.831	1.487	0.003	0.003	NA	NA
VASP	MUT	487.831	1.487	0.003	0.003	NA	NA
DMD	DEL	487.831	20.171	0.040	0.040	NA	NA
PRSS2	AMPL	487.831	7.185	0.018	0.030	NA	NA
SLC26A8	MUT	487.831	5.268	0.012	0.012	NA	NA
NUP153	MUT	487.831	5.499	0.009	0.009	NA	NA
TTN	MUT	487.831	37.836	0.098	0.207	NA	NA
ZNF10	MUT	23.503	0.106	0.006	0.006	NA	NA
PLCL1	MUT	15.035	5.337	0.009	0.009	NA	NA
SVEP1	MUT	3.754	0.032	0.006	0.012	NA	NA
