GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	388.557	174.479	0.421	0.470	NA	NA
CLTC	MUT	388.557	1.185	0.003	0.003	NA	NA
PIK3CA	MUT	388.557	54.815	0.091	0.091	NA	NA
WNT8A	MUT	388.557	1.185	0.003	0.003	NA	NA
F9	MUT	388.557	1.386	0.006	0.009	NA	NA
FBLN1	MUT	388.557	5.052	0.012	0.012	NA	NA
EPHB6	MUT	388.557	1.185	0.003	0.018	NA	NA
CDH22	MUT	6.667	0.020	0.003	0.003	NA	NA
PPYR1	MUT	6.096	13.535	0.037	0.040	NA	NA
KLHL9	DEL	4.024	10.024	0.058	0.229	NA	NA
ZNF167	MUT	2.687	0.008	0.003	0.003	NA	NA
