GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	306.001	64.369	0.113	0.116	NA	NA
EGFR	AMPL	306.001	212.175	0.393	0.393	NA	NA
MAP2K1	MUT	306.001	0.933	0.003	0.003	NA	NA
MFGE8	MUT	306.001	0.933	0.003	0.003	NA	NA
YEATS4	AMPL	306.001	8.337	0.021	0.024	NA	NA
ZNF713	AMPL	15.790	7.057	0.076	0.116	NA	NA
CCR4	MUT	11.012	0.034	0.003	0.003	NA	NA
STXBP1	MUT	10.721	0.033	0.003	0.006	NA	NA
SEC61G	AMPL	6.291	13.748	0.122	0.317	NA	NA
LYZ	AMPL	5.979	0.305	0.015	0.027	NA	NA
TLR1	MUT	5.952	0.018	0.003	0.006	NA	NA
JAG1	MUT	3.475	0.011	0.003	0.012	NA	NA
PHKG1	AMPL	3.254	11.850	0.064	0.079	NA	NA
PPP1R3A	MUT	2.695	0.008	0.003	0.027	NA	NA
SF3A1	MUT	2.602	0.008	0.003	0.006	NA	NA
