GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CACNA1E	MUT	364.569	1.235	0.006	0.015	NA	NA
CTNNA2	MUT	364.569	1.111	0.003	0.009	NA	NA
EGFR	MUT	364.569	212.175	0.393	0.393	NA	NA
PTPRC	MUT	364.569	1.111	0.003	0.006	NA	NA
RGS4	MUT	364.569	1.150	0.006	0.006	NA	NA
CCT6A	AMPL	15.165	16.576	0.073	0.082	NA	NA
OFD1	MUT	15.165	0.046	0.003	0.006	NA	NA
CDKN2A	DEL	9.848	174.479	0.421	0.470	NA	NA
LRRC7	MUT	7.386	3.840	0.012	0.015	NA	NA
RANGAP1	MUT	5.317	0.045	0.006	0.009	NA	NA
PHKG1	AMPL	2.861	11.850	0.064	0.079	NA	NA
PTEN	MUT	2.743	126.731	0.259	0.314	NA	NA
TTN	MUT	2.668	37.836	0.098	0.207	NA	NA
