GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
COL5A2	MUT	482.169	2.490	0.006	0.006	NA	NA
EGFR	AMPL	482.169	212.175	0.393	0.393	NA	NA
NFKBIA	MUT	482.169	1.470	0.003	0.003	NA	NA
HOXA9	AMPL	482.169	14.305	0.015	0.015	NA	NA
PPIA	AMPL	482.169	4.123	0.009	0.018	NA	NA
PSMA2	AMPL	482.169	14.679	0.015	0.015	NA	NA
POLD2	AMPL	482.169	2.608	0.006	0.018	NA	NA
SEC61G	AMPL	482.169	13.748	0.122	0.317	NA	NA
HNRNPA2B1	AMPL	482.169	13.541	0.012	0.012	NA	NA
DBNL	AMPL	6.645	0.032	0.006	0.018	NA	NA
AEBP1	AMPL	6.123	0.019	0.003	0.021	NA	NA
RAMP3	AMPL	5.911	0.018	0.003	0.021	NA	NA
CEP135	MUT	4.586	6.032	0.021	0.027	NA	NA
SFRP4	AMPL	3.453	0.058	0.009	0.015	NA	NA
