GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CENPE	MUT	1049.409	5.102	0.009	0.009	NA	NA
CNTN1	MUT	1049.409	3.977	0.006	0.006	NA	NA
EGFR	AMPL_MUT	1049.409	212.175	0.393	0.393	NA	NA
STAT1	MUT	1049.409	4.319	0.006	0.006	NA	NA
PAPPA	MUT	1049.409	3.199	0.003	0.006	NA	NA
GTF2H2	AMPL	1049.409	4.838	0.009	0.027	NA	NA
HDAC2	MUT	1049.409	7.498	0.012	0.012	NA	NA
RB1	DEL_MUT	1049.409	36.394	0.061	0.070	NA	NA
F5	MUT	1049.409	10.644	0.018	0.021	NA	NA
GRIN2A	MUT	1049.409	17.131	0.024	0.024	NA	NA
SNRPE	AMPL	1049.409	9.469	0.027	0.030	NA	NA
CHI3L1	AMPL	1049.409	3.270	0.009	0.012	NA	NA
NDN	MUT	1049.409	3.199	0.003	0.006	NA	NA
NOTCH2	MUT	6.046	1.359	0.009	0.009	NA	NA
PRDM7	MUT	6.035	0.018	0.003	0.003	NA	NA
RGL1	MUT	5.844	0.018	0.003	0.006	NA	NA
