GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT2	AMPL	340.729	3.405	0.018	0.030	NA	NA
CD8A	MUT	340.729	1.039	0.003	0.003	NA	NA
EGFR	AMPL	340.729	212.175	0.393	0.393	NA	NA
CDK4	AMPL	340.729	64.369	0.113	0.116	NA	NA
CDKN2A	DEL	340.729	174.479	0.421	0.470	NA	NA
NEK2	DEL	340.729	2.224	0.006	0.006	NA	NA
SSTR4	MUT	31.698	2.567	0.009	0.012	NA	NA
LYZ	AMPL	11.151	0.305	0.015	0.027	NA	NA
PCDHGC5	MUT	9.022	13.926	0.085	0.110	NA	NA
NSL1	DEL	7.489	0.023	0.003	0.003	NA	NA
MARK1	DEL	4.344	0.026	0.006	0.006	NA	NA
PREX1	MUT	3.030	0.018	0.006	0.015	NA	NA
SEC63	MUT	2.847	0.009	0.003	0.009	NA	NA
KCNH1	DEL	2.617	0.057	0.009	0.012	NA	NA
TEK	DEL	2.526	8.803	0.040	0.064	NA	NA
