GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	383.055	16.576	0.073	0.082	NA	NA
CDKN2A	DEL	383.055	174.479	0.421	0.470	NA	NA
RHOT2	DEL	383.055	1.168	0.003	0.003	NA	NA
TP53	MUT	383.055	159.660	0.284	0.284	NA	NA
PIK3R1	MUT	383.055	51.800	0.091	0.091	NA	NA
STUB1	DEL	383.055	1.168	0.003	0.006	NA	NA
FLT1	MUT	383.055	1.168	0.003	0.018	NA	NA
PCDH11Y	DEL	383.055	29.231	0.189	0.198	NA	NA
PRKY	DEL	14.266	74.809	0.174	0.195	NA	NA
RBMY1A1	DEL	8.698	4.118	0.018	0.149	NA	NA
SEC61G	AMPL	6.593	13.748	0.122	0.317	NA	NA
RPS4Y1	DEL	3.523	2.683	0.027	0.192	NA	NA
ZNF713	AMPL	2.757	7.057	0.076	0.116	NA	NA
