GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
EGFR	MUT	366.934	212.175	0.393	0.393	NA	NA
ITGAM	MUT	366.934	6.275	0.015	0.015	NA	NA
LAMA5	MUT	366.934	11.584	0.015	0.015	NA	NA
NOS1	MUT	366.934	12.139	0.018	0.018	NA	NA
PIK3C2G	MUT	366.934	7.495	0.018	0.027	NA	NA
PLCB2	MUT	366.934	2.674	0.009	0.009	NA	NA
PRSS2	AMPL	366.934	7.185	0.018	0.030	NA	NA
KCNG1	MUT	366.934	4.227	0.006	0.012	NA	NA
KIF2B	MUT	9.009	3.760	0.018	0.018	NA	NA
SEC61G	AMPL	5.673	13.748	0.122	0.317	NA	NA
DOCK2	MUT	2.520	2.943	0.009	0.018	NA	NA
