GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BRAF	MUT	869.223	12.240	0.015	0.018	NA	NA
COL6A2	MUT	869.223	13.173	0.024	0.027	NA	NA
KIT	MUT	869.223	21.746	0.055	0.076	NA	NA
TP53	MUT	869.223	159.660	0.284	0.284	NA	NA
PTEN	MUT	869.223	126.731	0.259	0.314	NA	NA
DRD5	MUT	869.223	13.510	0.027	0.027	NA	NA
FGFR3	MUT	869.223	5.084	0.009	0.015	NA	NA
RELN	MUT	869.223	10.314	0.018	0.046	NA	NA
TLR8	MUT	869.223	2.650	0.003	0.003	NA	NA
PIAS1	MUT	869.223	2.650	0.003	0.003	NA	NA
ELAVL2	DEL	869.223	18.624	0.088	0.143	NA	NA
PCDH11Y	DEL_MUT	869.223	29.231	0.189	0.198	NA	NA
CFH	MUT	3.820	0.164	0.018	0.021	NA	NA
