GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	696.745	17.756	0.027	0.027	NA	NA
BUB3	DEL	696.745	14.339	0.021	0.021	NA	NA
CDC2	DEL	696.745	6.155	0.009	0.009	NA	NA
CDK4	AMPL	696.745	64.369	0.113	0.116	NA	NA
EPC1	DEL	696.745	12.700	0.018	0.018	NA	NA
RHOBTB1	DEL	696.745	4.060	0.006	0.009	NA	NA
STAT6	DEL	696.745	10.234	0.012	0.021	NA	NA
UBE2D1	DEL	696.745	10.244	0.012	0.012	NA	NA
VIM	DEL	696.745	5.635	0.009	0.015	NA	NA
ZWINT	DEL	696.745	10.244	0.012	0.015	NA	NA
NUP107	AMPL	696.745	11.638	0.021	0.021	NA	NA
SMC3	DEL	696.745	7.928	0.021	0.024	NA	NA
CASP7	DEL	696.745	5.868	0.009	0.015	NA	NA
ITGB1	DEL	696.745	12.760	0.018	0.018	NA	NA
CXCL12	DEL	696.745	5.868	0.009	0.015	NA	NA
EGFR	MUT	696.745	212.175	0.393	0.393	NA	NA
ITGA8	DEL	696.745	8.779	0.015	0.015	NA	NA
LAMC1	MUT	696.745	4.646	0.006	0.006	NA	NA
LRP1	DEL	696.745	22.396	0.030	0.034	NA	NA
NFKB2	DEL	696.745	3.932	0.006	0.015	NA	NA
ALOX5	DEL	696.745	2.134	0.006	0.021	NA	NA
EGR2	DEL	696.745	3.841	0.012	0.015	NA	NA
CALML5	DEL	696.745	7.842	0.015	0.015	NA	NA
WNT8B	DEL	696.745	2.124	0.003	0.012	NA	NA
HNRNPF	DEL	696.745	12.122	0.018	0.018	NA	NA
CSDE1	MUT	696.745	2.124	0.003	0.003	NA	NA
MGEA5	DEL	696.745	2.133	0.006	0.015	NA	NA
PARD3	DEL	696.745	4.055	0.009	0.018	NA	NA
GLI1	DEL	696.745	40.388	0.064	0.064	NA	NA
SLC18A2	DEL	696.745	2.464	0.006	0.018	NA	NA
GRK5	DEL	696.745	10.262	0.018	0.018	NA	NA
KIF5A	DEL	696.745	19.046	0.055	0.064	NA	NA
PTF1A	DEL	34.290	2.240	0.012	0.012	NA	NA
ZNF239	DEL	34.290	0.263	0.018	0.018	NA	NA
HOXC5	DEL	20.490	0.098	0.006	0.006	NA	NA
HOXC8	DEL	20.490	0.062	0.003	0.003	NA	NA
PLCE1	DEL	8.696	10.939	0.015	0.018	NA	NA
PCDH15	DEL	6.337	4.189	0.015	0.027	NA	NA
EMX2	DEL	5.720	2.181	0.009	0.015	NA	NA
ARL3	DEL	3.808	0.039	0.012	0.012	NA	NA
NEUROG3	DEL	3.679	2.143	0.018	0.018	NA	NA
DUSP5	DEL	3.551	0.011	0.003	0.015	NA	NA
CPXM2	DEL	3.297	0.048	0.015	0.027	NA	NA
PTGES3	DEL	3.292	0.036	0.006	0.009	NA	NA
KCNIP2	DEL	3.190	1.956	0.009	0.012	NA	NA
HNRNPH3	DEL	3.065	3.073	0.015	0.021	NA	NA
DTX3	DEL	3.019	1.847	0.006	0.073	NA	NA
ABCC2	DEL	2.945	0.009	0.003	0.012	NA	NA
PPP3CB	DEL	2.818	0.069	0.018	0.024	NA	NA
PRKG1	DEL	2.584	0.789	0.012	0.018	NA	NA
IRAK3	DEL	2.566	7.149	0.018	0.024	NA	NA
EXOSC1	DEL	2.513	0.017	0.006	0.012	NA	NA
CHUK	DEL	2.503	0.008	0.003	0.012	NA	NA
