GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CD53	MUT	447.392	1.380	0.006	0.006	NA	NA
COL6A3	MUT	447.392	10.465	0.018	0.034	NA	NA
EGFR	MUT	447.392	212.175	0.393	0.393	NA	NA
PLCH1	MUT	447.392	4.587	0.006	0.006	NA	NA
DDB1	MUT	447.392	1.364	0.003	0.003	NA	NA
FZR1	MUT	447.392	1.364	0.003	0.003	NA	NA
IRF7	DEL	447.392	1.364	0.003	0.003	NA	NA
PAX6	MUT	447.392	1.436	0.009	0.009	NA	NA
ZNF442	MUT	28.731	0.088	0.003	0.003	NA	NA
CACNA1H	DEL	9.813	4.135	0.034	0.043	NA	NA
CDH9	MUT	9.289	0.037	0.006	0.021	NA	NA
