GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	395.086	174.479	0.421	0.470	NA	NA
CFTR	MUT	395.086	5.158	0.006	0.021	NA	NA
DRD5	MUT	395.086	13.510	0.027	0.027	NA	NA
COL4A5	MUT	395.086	1.788	0.006	0.012	NA	NA
FN1	MUT	395.086	10.430	0.015	0.018	NA	NA
ITGB7	MUT	395.086	4.142	0.009	0.009	NA	NA
STAT3	MUT	395.086	1.205	0.003	0.003	NA	NA
MXD1	MUT	395.086	1.205	0.003	0.003	NA	NA
RFC1	MUT	395.086	1.205	0.003	0.003	NA	NA
KCNA4	MUT	7.735	0.049	0.006	0.006	NA	NA
HNRNPR	MUT	3.107	2.712	0.006	0.006	NA	NA
TTN	MUT	2.617	37.836	0.098	0.207	NA	NA
