GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDK4	AMPL	576.025	64.369	0.113	0.116	NA	NA
EGF	MUT	576.025	1.756	0.003	0.009	NA	NA
FLI1	MUT	576.025	5.096	0.006	0.009	NA	NA
NCF2	MUT	576.025	1.756	0.003	0.003	NA	NA
FGFR4	MUT	576.025	4.864	0.006	0.012	NA	NA
NOS3	MUT	576.025	18.078	0.027	0.027	NA	NA
CTDSP2	AMPL	576.025	6.833	0.012	0.095	NA	NA
LILRB3	MUT	10.918	0.102	0.006	0.012	NA	NA
CYP27B1	AMPL	7.519	0.031	0.006	0.128	NA	NA
CREB3L3	MUT	3.417	0.010	0.003	0.009	NA	NA
PCDH19	MUT	2.806	0.083	0.009	0.018	NA	NA
OBSCN	MUT	2.524	0.052	0.012	0.030	NA	NA
