GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CHEK2	MUT	662.638	3.750	0.006	0.024	NA	NA
DNAH9	MUT	662.638	6.469	0.021	0.027	NA	NA
ERBB4	MUT	662.638	2.020	0.003	0.003	NA	NA
F2	MUT	662.638	4.987	0.006	0.006	NA	NA
HLA-DRB1	AMPL	662.638	79.274	0.171	0.189	NA	NA
MAPK8	MUT	662.638	13.570	0.018	0.018	NA	NA
PRKY	DEL	662.638	74.809	0.174	0.195	NA	NA
TSC2	MUT	662.638	7.958	0.012	0.012	NA	NA
NTN4	MUT	662.638	3.699	0.009	0.012	NA	NA
TUBG1	MUT	662.638	3.598	0.006	0.006	NA	NA
PCDH11Y	DEL	662.638	29.231	0.189	0.198	NA	NA
CNTNAP1	MUT	662.638	2.039	0.006	0.006	NA	NA
FGFR3	MUT	662.638	5.084	0.009	0.015	NA	NA
KIAA0907	MUT	662.638	2.020	0.003	0.009	NA	NA
ZNF470	MUT	24.636	0.075	0.003	0.003	NA	NA
ERO1L	MUT	12.135	0.037	0.003	0.003	NA	NA
RPS4Y1	DEL	8.333	2.683	0.027	0.192	NA	NA
RBMY1A1	DEL	5.899	4.118	0.018	0.149	NA	NA
TBL1Y	DEL	2.774	6.527	0.024	0.195	NA	NA
