GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CBL	MUT	348.655	3.216	0.006	0.006	NA	NA
HCLS1	MUT	348.655	2.186	0.006	0.009	NA	NA
ITGAX	MUT	348.655	4.819	0.018	0.018	NA	NA
PIK3R1	MUT	348.655	51.800	0.091	0.091	NA	NA
PLCB1	MUT	348.655	1.063	0.003	0.003	NA	NA
TTN	MUT	348.655	37.836	0.098	0.207	NA	NA
PRKY	DEL	348.655	74.809	0.174	0.195	NA	NA
SSTR4	MUT	348.655	2.567	0.009	0.012	NA	NA
PCDH11Y	DEL	14.799	29.231	0.189	0.198	NA	NA
ZNF77	MUT	5.319	0.016	0.003	0.003	NA	NA
ATP8A1	MUT	2.807	0.009	0.003	0.003	NA	NA
