GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CCT6A	AMPL	312.602	16.576	0.073	0.082	NA	NA
CDKN2A	DEL	312.602	174.479	0.421	0.470	NA	NA
PTEN	MUT	312.602	126.731	0.259	0.314	NA	NA
EGFR	AMPL	312.602	212.175	0.393	0.393	NA	NA
DMD	MUT	312.602	20.171	0.040	0.040	NA	NA
PCDHGC5	MUT	6.944	13.926	0.085	0.110	NA	NA
PARK7	DEL	5.269	0.071	0.012	0.015	NA	NA
RAET1G	MUT	5.267	0.016	0.003	0.003	NA	NA
KLHL9	DEL	3.378	10.024	0.058	0.229	NA	NA
TNFRSF9	DEL	2.558	0.008	0.003	0.015	NA	NA
