GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	231.114	174.479	0.421	0.470	NA	NA
COL1A2	MUT	231.114	25.619	0.043	0.043	NA	NA
EGFR	MUT	231.114	212.175	0.393	0.393	NA	NA
MMP3	MUT	231.114	2.979	0.009	0.009	NA	NA
NCOR1	MUT	231.114	0.714	0.006	0.006	NA	NA
GABBR2	MUT	53.651	0.164	0.003	0.006	NA	NA
GRM6	MUT	15.948	5.545	0.012	0.012	NA	NA
ELAVL2	DEL	9.023	18.624	0.088	0.143	NA	NA
BRD8	MUT	7.803	0.024	0.003	0.009	NA	NA
PCDHGC5	MUT	6.462	13.926	0.085	0.110	NA	NA
TLR4	MUT	5.489	0.017	0.003	0.003	NA	NA
KLHL9	DEL	3.217	10.024	0.058	0.229	NA	NA
ZNF254	MUT	2.796	0.009	0.003	0.006	NA	NA
ITSN1	MUT	2.712	1.846	0.006	0.012	NA	NA
