GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
BCAR1	MUT	709.791	3.817	0.006	0.009	NA	NA
CDK4	AMPL	709.791	64.369	0.113	0.116	NA	NA
NUP107	AMPL	709.791	11.638	0.021	0.021	NA	NA
IFNG	AMPL	709.791	6.031	0.015	0.034	NA	NA
PTEN	MUT	709.791	126.731	0.259	0.314	NA	NA
DCTN2	AMPL	709.791	9.271	0.021	0.064	NA	NA
RPN1	MUT	709.791	2.164	0.003	0.003	NA	NA
HLA-DRB1	AMPL	709.791	79.274	0.171	0.189	NA	NA
DDIT3	AMPL	709.791	5.766	0.015	0.073	NA	NA
WNT2	MUT	709.791	19.829	0.030	0.030	NA	NA
TRRAP	MUT	709.791	8.985	0.027	0.034	NA	NA
NBN	MUT	709.791	2.164	0.003	0.003	NA	NA
CCT2	MUT	709.791	3.405	0.018	0.030	NA	NA
RGS4	MUT	12.626	1.150	0.006	0.006	NA	NA
CTDSP2	AMPL	2.569	6.833	0.012	0.095	NA	NA
MADD	MUT	2.532	1.644	0.006	0.009	NA	NA
