GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
AKAP9	MUT	463.249	11.736	0.024	0.027	NA	NA
CDK7	DEL	463.249	4.841	0.006	0.006	NA	NA
CENPH	DEL	463.249	1.412	0.003	0.003	NA	NA
PIK3R1	DEL_MUT	463.249	51.800	0.091	0.091	NA	NA
TP53	MUT	463.249	159.660	0.284	0.284	NA	NA
PIK3C2G	MUT	463.249	7.495	0.018	0.027	NA	NA
CDKN2A	DEL	463.249	174.479	0.421	0.470	NA	NA
RAD17	DEL	463.249	1.412	0.003	0.003	NA	NA
ARHGAP6	MUT	463.249	1.412	0.003	0.003	NA	NA
CDH18	MUT	9.172	6.730	0.015	0.027	NA	NA
CD180	DEL	6.633	0.020	0.003	0.006	NA	NA
RGS3	MUT	4.663	1.551	0.006	0.009	NA	NA
