GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	634.916	17.756	0.027	0.027	NA	NA
BUB3	DEL	634.916	14.339	0.021	0.021	NA	NA
CASP7	DEL	634.916	5.868	0.009	0.015	NA	NA
CDC2	DEL	634.916	6.155	0.009	0.009	NA	NA
CDK4	AMPL	634.916	64.369	0.113	0.116	NA	NA
UBE2D1	DEL	634.916	10.244	0.012	0.012	NA	NA
VIM	DEL	634.916	5.635	0.009	0.015	NA	NA
ZWINT	DEL	634.916	10.244	0.012	0.015	NA	NA
ITGB1	DEL	634.916	12.760	0.018	0.018	NA	NA
RHOBTB1	DEL	634.916	4.060	0.006	0.009	NA	NA
CXCL12	DEL	634.916	5.868	0.009	0.015	NA	NA
EGFR	AMPL_MUT	634.916	212.175	0.393	0.393	NA	NA
ITGA8	DEL	634.916	8.779	0.015	0.015	NA	NA
LAMA3	MUT	634.916	6.143	0.012	0.012	NA	NA
NOS3	MUT	634.916	18.078	0.027	0.027	NA	NA
PTEN	DEL	634.916	126.731	0.259	0.314	NA	NA
PLCE1	DEL	634.916	10.939	0.015	0.018	NA	NA
IGFBP7	DEL	634.916	7.070	0.015	0.015	NA	NA
MKI67	DEL	634.916	6.064	0.009	0.034	NA	NA
MAPK8	DEL	634.916	13.570	0.018	0.018	NA	NA
SMC3	DEL	634.916	7.928	0.021	0.024	NA	NA
CD4	MUT	634.916	4.840	0.009	0.009	NA	NA
GLI1	AMPL	634.916	40.388	0.064	0.064	NA	NA
GRK5	DEL	634.916	10.262	0.018	0.018	NA	NA
P4HA1	DEL	634.916	10.181	0.015	0.021	NA	NA
EPC1	DEL	634.916	12.700	0.018	0.018	NA	NA
CALML5	DEL	634.916	7.842	0.015	0.015	NA	NA
KIT	AMPL	634.916	21.746	0.055	0.076	NA	NA
DHX38	DEL	634.916	3.743	0.006	0.006	NA	NA
HNRNPF	DEL	634.916	12.122	0.018	0.018	NA	NA
KCNIP2	DEL	634.916	1.956	0.009	0.012	NA	NA
KIF5A	AMPL	634.916	19.046	0.055	0.064	NA	NA
EMX2	DEL	22.721	2.181	0.009	0.015	NA	NA
PTF1A	DEL	10.555	2.240	0.012	0.012	NA	NA
DDIT3	AMPL	6.918	5.766	0.015	0.073	NA	NA
TACR2	DEL	6.621	0.067	0.015	0.018	NA	NA
ZNF239	DEL	5.970	0.263	0.018	0.018	NA	NA
PCDHGC5	MUT	4.089	13.926	0.085	0.110	NA	NA
NEUROG3	DEL	4.001	2.143	0.018	0.018	NA	NA
PNLIP	DEL	3.887	0.031	0.006	0.015	NA	NA
EGR2	DEL	3.613	3.841	0.012	0.015	NA	NA
PPP3CB	DEL	3.205	0.069	0.018	0.024	NA	NA
PPYR1	DEL	3.088	13.535	0.037	0.040	NA	NA
PRDX3	DEL	3.081	0.038	0.012	0.015	NA	NA
ARL3	DEL	3.055	0.039	0.012	0.012	NA	NA
POLR3A	DEL	2.817	0.009	0.003	0.018	NA	NA
CLOCK	DEL	2.809	5.831	0.015	0.037	NA	NA
PRTFDC1	DEL	2.696	0.020	0.006	0.012	NA	NA
FAS	DEL	2.610	9.744	0.018	0.024	NA	NA
