GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CAPN1	MUT	302.099	0.931	0.006	0.006	NA	NA
CDKN2A	DEL	302.099	174.479	0.421	0.470	NA	NA
COL4A2	MUT	302.099	1.941	0.006	0.006	NA	NA
COL6A3	MUT	302.099	10.465	0.018	0.034	NA	NA
EGFR	AMPL_MUT	302.099	212.175	0.393	0.393	NA	NA
PIP5K1C	MUT	302.099	0.921	0.003	0.003	NA	NA
EGR2	MUT	302.099	3.841	0.012	0.015	NA	NA
STAG2	MUT	302.099	0.921	0.003	0.024	NA	NA
CFB	MUT	36.172	0.225	0.006	0.009	NA	NA
ZNF208	MUT	12.695	0.162	0.012	0.015	NA	NA
KCNH1	MUT	6.508	0.057	0.009	0.012	NA	NA
RAD50	MUT	3.196	4.100	0.006	0.006	NA	NA
ELAVL2	MUT	2.940	18.624	0.088	0.143	NA	NA
ARHGEF9	MUT	2.833	0.009	0.003	0.003	NA	NA
HK2	MUT	2.775	0.008	0.003	0.006	NA	NA
TTN	MUT	2.566	37.836	0.098	0.207	NA	NA
