GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
GLI2	MUT	259.729	0.792	0.003	0.003	NA	NA
JAK1	MUT	259.729	0.792	0.003	0.006	NA	NA
RELN	MUT	259.729	10.314	0.018	0.046	NA	NA
RERE	MUT	259.729	5.618	0.012	0.027	NA	NA
RRM2	MUT	259.729	0.792	0.003	0.006	NA	NA
AKAP9	MUT	9.778	11.736	0.024	0.027	NA	NA
PCDHAC2	MUT	9.257	5.998	0.055	0.101	NA	NA
MAST4	MUT	6.090	0.041	0.006	0.021	NA	NA
POLR1A	MUT	2.977	0.009	0.003	0.006	NA	NA
AHR	MUT	2.713	0.008	0.003	0.021	NA	NA
TTN	MUT	2.707	37.836	0.098	0.207	NA	NA
