GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	461.676	174.479	0.421	0.470	NA	NA
PTPRM	MUT	461.676	1.408	0.003	0.009	NA	NA
COL14A1	MUT	461.676	5.259	0.012	0.015	NA	NA
EGFR	AMPL_MUT	461.676	212.175	0.393	0.393	NA	NA
SSTR4	MUT	461.676	2.567	0.009	0.012	NA	NA
ZNF3	MUT	461.676	9.524	0.012	0.012	NA	NA
IL3RA	MUT	461.676	1.408	0.003	0.006	NA	NA
APOB	MUT	16.115	17.396	0.037	0.040	NA	NA
SEC61G	AMPL	15.955	13.748	0.122	0.317	NA	NA
FAT2	MUT	6.777	0.182	0.018	0.027	NA	NA
KCNS3	MUT	6.650	0.029	0.006	0.009	NA	NA
