GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CD3G	AMPL	855.468	19.726	0.024	0.030	NA	NA
CDK4	AMPL	855.468	64.369	0.113	0.116	NA	NA
EGFR	AMPL_MUT	855.468	212.175	0.393	0.393	NA	NA
PRKY	DEL	855.468	74.809	0.174	0.195	NA	NA
TP53	MUT	855.468	159.660	0.284	0.284	NA	NA
TBL1Y	DEL	855.468	6.527	0.024	0.195	NA	NA
PCDH11Y	DEL	855.468	29.231	0.189	0.198	NA	NA
TRIP6	MUT	855.468	2.646	0.009	0.012	NA	NA
RBAK	AMPL	5.639	0.025	0.006	0.015	NA	NA
RBMY1A1	DEL	4.307	4.118	0.018	0.149	NA	NA
