GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ADD1	MUT	996.228	3.050	0.006	0.006	NA	NA
CENPF	MUT	996.228	9.869	0.012	0.012	NA	NA
CHD1L	MUT	996.228	3.037	0.003	0.003	NA	NA
CHRM4	MUT	996.228	3.037	0.003	0.009	NA	NA
CSF2RB	MUT	996.228	4.574	0.012	0.018	NA	NA
CSNK2B	MUT	996.228	4.293	0.009	0.009	NA	NA
MLLT4	MUT	996.228	10.860	0.015	0.015	NA	NA
TTN	MUT	996.228	37.836	0.098	0.207	NA	NA
RASGRP2	MUT	996.228	4.755	0.006	0.006	NA	NA
SIN3A	MUT	996.228	4.845	0.006	0.009	NA	NA
TP53	MUT	996.228	159.660	0.284	0.284	NA	NA
FLNA	MUT	996.228	6.188	0.015	0.018	NA	NA
DLG4	MUT	996.228	5.468	0.009	0.009	NA	NA
HNRNPH3	MUT	996.228	3.073	0.015	0.021	NA	NA
NOS2	MUT	996.228	3.037	0.003	0.003	NA	NA
CEP63	MUT	996.228	6.048	0.009	0.009	NA	NA
PLCE1	MUT	996.228	10.939	0.015	0.018	NA	NA
VIPR2	MUT	996.228	3.037	0.003	0.003	NA	NA
TG	MUT	14.208	0.043	0.003	0.015	NA	NA
ZNF689	MUT	9.158	0.028	0.003	0.003	NA	NA
PCDHGC5	MUT	7.033	13.926	0.085	0.110	NA	NA
BMP4	MUT	5.686	0.017	0.003	0.003	NA	NA
FGF18	MUT	3.419	0.010	0.003	0.006	NA	NA
CPXM2	MUT	2.609	0.048	0.015	0.027	NA	NA
