GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CDKN2A	DEL	364.801	174.479	0.421	0.470	NA	NA
EGFR	AMPL	364.801	212.175	0.393	0.393	NA	NA
HLA-DQB1	AMPL	364.801	1.112	0.003	0.006	NA	NA
ZNF713	AMPL	13.349	7.057	0.076	0.116	NA	NA
CCT6A	AMPL	10.566	16.576	0.073	0.082	NA	NA
SEC61G	AMPL	6.236	13.748	0.122	0.317	NA	NA
PCDHGC5	MUT	3.454	13.926	0.085	0.110	NA	NA
PHKG1	AMPL	3.233	11.850	0.064	0.079	NA	NA
NCOR1	MUT	2.916	0.714	0.006	0.006	NA	NA
DPYSL5	MUT	2.884	0.018	0.006	0.006	NA	NA
TPR	MUT	2.762	1.710	0.006	0.006	NA	NA
SETDB1	MUT	2.661	0.008	0.003	0.003	NA	NA
