GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTN1	MUT	421.514	3.494	0.006	0.006	NA	NA
CDKN2A	DEL	421.514	174.479	0.421	0.470	NA	NA
EGFR	AMPL	421.514	212.175	0.393	0.393	NA	NA
FBLN2	MUT	421.514	5.678	0.012	0.018	NA	NA
ITGAM	MUT	421.514	6.275	0.015	0.015	NA	NA
LRP2	MUT	421.514	16.539	0.043	0.046	NA	NA
TTN	MUT	421.514	37.836	0.098	0.207	NA	NA
CDKN2B	DEL	421.514	10.842	0.046	0.448	NA	NA
RELN	MUT	421.514	10.314	0.018	0.046	NA	NA
HLA-DRB1	AMPL	421.514	79.274	0.171	0.189	NA	NA
ZNF713	AMPL	21.803	7.057	0.076	0.116	NA	NA
CACNA1B	MUT	13.905	5.048	0.012	0.015	NA	NA
SERPINC1	MUT	7.993	0.024	0.003	0.003	NA	NA
PCDHAC2	MUT	3.979	5.998	0.055	0.101	NA	NA
KLHL9	DEL	2.732	10.024	0.058	0.229	NA	NA
DDX20	MUT	2.688	0.008	0.003	0.003	NA	NA
PCNT	MUT	2.652	0.008	0.003	0.006	NA	NA
