GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
CEP135	AMPL	277.606	6.032	0.021	0.027	NA	NA
IRAK3	MUT	277.606	7.149	0.018	0.024	NA	NA
MYLK	MUT	277.606	0.846	0.003	0.006	NA	NA
SOS1	MUT	277.606	0.846	0.003	0.003	NA	NA
TP53	MUT	277.606	159.660	0.284	0.284	NA	NA
KIT	AMPL	277.606	21.746	0.055	0.076	NA	NA
CR2	MUT	25.867	0.079	0.003	0.015	NA	NA
MAP2	MUT	17.595	0.054	0.003	0.003	NA	NA
PCDH11Y	DEL	15.268	29.231	0.189	0.198	NA	NA
PRKY	DEL	11.133	74.809	0.174	0.195	NA	NA
TACR3	MUT	10.020	0.053	0.009	0.009	NA	NA
LRP2	MUT	3.625	16.539	0.043	0.046	NA	NA
