GENE	TYPE	SAMPLE_IMPACT	DATA_SET_IMPACT	DRIVER_FREQUENCY	MUTATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER
ACTA2	DEL	611.725	17.756	0.027	0.027	NA	NA
CDC27	MUT	611.725	4.821	0.015	0.015	NA	NA
COL1A1	MUT	611.725	8.979	0.012	0.012	NA	NA
EGFR	AMPL_MUT	611.725	212.175	0.393	0.393	NA	NA
IGF1	MUT	611.725	1.865	0.003	0.006	NA	NA
TP53	MUT	611.725	159.660	0.284	0.284	NA	NA
MCM6	MUT	611.725	1.873	0.006	0.009	NA	NA
GNB4	MUT	611.725	2.670	0.009	0.009	NA	NA
MAP3K1	MUT	611.725	6.081	0.012	0.015	NA	NA
PCDHB2	MUT	14.750	0.045	0.003	0.003	NA	NA
SEC61G	AMPL	6.641	13.748	0.122	0.317	NA	NA
CEP70	AMPL	5.430	0.075	0.009	0.009	NA	NA
MRAS	AMPL	3.120	0.010	0.003	0.003	NA	NA
