RPS26	0.021	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NDUFA1	0.005	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
DARC	0.155	0.011	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TAS1R2	0.021	0.011	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CAMK4	0.016	0.000	0.005	0.011	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CEBPD	0.059	0.000	0.000	0.059	0.000	0.005	0.000	0.000	0.005	0.000	-	-	0.073856227110239	0.0106127085981423
MAPKAPK2	0.144	0.005	0.000	0.139	0.000	0.005	0.005	0.000	0.000	0.000	-	-	0.0808196932874385	0.00979946317274968
MAN1C1	0.011	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
GNG8	0.011	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TRAPPC3	0.011	0.005	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
TIMM50	0.027	0.005	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
OSMR	0.021	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLDN23	0.080	0.000	0.080	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NSUN2	0.021	0.000	0.005	0.016	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
NFE2L3	0.005	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
ZNF616	0.011	0.005	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
VEGFB	0.005	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
COL4A6	0.027	0.021	0.000	0.005	0.000	0.016	0.011	0.000	0.005	0.000	-	-	2.49949221507038	0.699957678352721
AIFM1	0.011	0.000	0.005	0.005	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RELA	0.016	0.005	0.005	0.005	0.000	0.011	0.005	0.005	0.000	0.000	-	-	2.37858755831615	0.609513090101767
ULBP3	0.011	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
CLK4	0.032	0.016	0.005	0.011	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
BCL2L2	0.016	0.000	0.000	0.016	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
PCSK5	0.011	0.011	0.000	0.005	0.005	0.000	0.000	0.000	0.000	0.000	-	-	0	0
MRPS12	0.027	0.005	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
RARS	0.011	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	-	-	0	0
